location,size,total_sqft,bath,balcony,age,price
Basavangudi,3,1850,3,1,6.670542907,168
Indira Nagar,2,1400,2,2,6.670701549,168
Jakkur,3,1819.18,3,2,6.670701549,168
Hennur Road,3,2264,3,2,6.670701549,168
Yeshwanthpur,3,1860,3,2,6.671579548,168
Ambedkar Nagar,3,2225,4,2,6.671579548,169
Someshwara Layout,4,1200,4,3,6.671579548,169
Upkar Layout,7,1200,7,3,6.671741423,169
Old Madras Road,3,2266,3,2,6.671741423,169
Sarjapur  Road,3,2556,3,2,6.671741423,169
Ullal Uppanagar,7,1200,7,2,6.67234006,169
Sarjapur  Road,5,1480,4,1,6.67234006,169
Queens Road,3,1405,3,0,6.67234006,169
MCECHS  layout,5,1200,5,,6.673099833,170
Coffee Board Layout,3,3045,3,2,6.673099833,170
Lakshmi Layout,9,900,10,,6.673099833,170
7th Phase JP Nagar,3,1500,3,1,6.674070665,170
Yeshwanthpur,3,1523,3,3,6.674070665,170
Manayata Tech Park,3,2400,3,2,6.674070665,170
1 Ramamurthy Nagar,11,1200,11,0,6.674203658,170
Chamrajpet,4,1900,2,1,6.674203658,170
Talaghattapura,3,2254,3,2,6.674203658,170
Bileshivale,5,6040,4,,6.675697067,170
Akshaya Vana,4,4000,4,3,6.675697067,170
BTM 2nd Stage,3,1850,3,,6.675697067,170
Nehru Nagar,3,2167,3,3,6.676236409,170
Banashankari,3,1900,2,1,6.676236409,170
Sarjapur  Road,3,2180,3,2,6.676236409,170
Rajaji Nagar,2,1370,2,1,6.676447492,170
Green Domain Layout,3,2100,3,3,6.676447492,170
7th Phase JP Nagar,7,4800,7,0,6.676447492,170
NS Palya,6,1200,7,,6.676942454,170
Subramanyapura,6,1200,6,2,6.676942454,170
Canara Bank Layout,4,1200,4,2,6.676942454,170
Talaghattapura,3,2254,3,2,6.677102937,170
Hennur Road,3,2320,3,2,6.677102937,170
R.T. Nagar,2,800,1,0,6.677102937,170
HRBR Layout,4,1200,2,1,6.677460283,170
Talaghattapura,3,2254,3,2,6.677460283,170
Indira Nagar,2,1470,2,2,6.677460283,170
Rajaji Nagar,2,1440,2,2,6.679186516,170
Brookefield,4,3532,3,3,6.679186516,170
3rd Block Koramangala,3,1750,3,3,6.679186516,170
Kodigehalli,8,1150,9,,6.67935313,170
Shanti Nagar,3,1602,2,1,6.67935313,170
Kundalahalli,3,1600,3,2,6.67935313,170
Banashankari Stage III,4,1200,6,2,6.679428105,170
2nd Phase JP Nagar,6,900,6,3,6.679428105,170
2nd Stage Nagarbhavi,4,3000,3,3,6.679428105,170
Banagiri Nagar,3,2008,3,2,6.679506176,170
BHEL Layout,6,2400,4,1,6.679506176,170
Kanakpura Road,3,2254,3,2,6.679506176,170
Hennur,4,2502,4,2,6.680451317,170
Rachenahalli,3,2710,3,2,6.680451317,170
Karuna Nagar,3,1300,3,1,6.680451317,170
Vinayaka Layout,5,2700,4,,6.680591866,170
Hennur,4,2557,,,6.680591866,170
Bhoganhalli,4,2439,5,2,6.680591866,170
Anjana Nagar,5,1035,5,1,6.680687591,170
Shivaji Nagar,3,1300,3,2,6.680687591,170
Bhoganhalli,4,2439,4,3,6.680687591,170
Banashankari Stage I,5,3000,4,3,6.681648951,170
5th Phase JP Nagar,5,4000,5,2,6.681648951,170
EPIP Zone,4,3800,5,2,6.681648951,170
Nagarbhavi,2,1250,3,0,6.68202379,170
Old Madras Road,3,2990,3,2,6.68202379,170
Kanakpura Road,3,2546,3,,6.68202379,170
Gnana Bharathi,6,3600,6,1,6.68246297,170
Pai Layout,2,1150,2,1,6.68246297,170
Arishinakunte,1,38Guntha,1,0,6.68246297,170
Varthur,3,2145,3,2,6.682596212,170
Bhoopsandra,3,2150,3,0,6.682596212,170
Ulsoor,4,2500,4,0,6.682596212,170
Ulsoor,3,2135,3,2,6.684223313,170
Vidyaranyapura,6,1200,6,2,6.684223313,170
Padmanabhanagar,3,2051,3,2,6.684223313,170
Hebbal Kempapura,3,1600,3,3,6.684347864,170
Old Madras Road,2,2640,2,1,6.684347864,170
Koramangala,3,1600,3,1,6.684347864,170
Varthur,3,2160,3,2,6.684657867,170
Munivenkatppa Layout,2,1475,2,2,6.684657867,171
Indira Nagar,2,1475,2,2,6.684657867,171
7th Block Jayanagar,3,1707,3,2,6.685810937,171
Kengeri Satellite Town ( BDA SITE),4,1600,3,1,6.685810937,172
EPIP Zone,3,2160,4,2,6.685810937,172
BTM 2nd Stage,3,1750,3,3,6.685863208,172
Defence Colony,2,1270,2,,6.685863208,172
Yelahanka,4,3450 - 3472,,,6.685863208,173
"Sarjapur Road, ",4,2425,4,3,6.686300741,173
Old Madras Road,3,2990,5,1,6.686300741,173
Hennur Road,3,2350,3,2,6.686300741,174
RMV Extension,3,2000,3,1,6.686490402,175
Gokula Extension,4,1200,4,1,6.686490402,175
Marathahalli,4,1780,4,3,6.686490402,175
Hebbal Kempapura,3,1800,3,2,6.68716254,175
Ambalipura,3,1390,2,1,6.68716254,175
Jaya Mahal layout,3,1650,3,3,6.68716254,175
Varthur,3,2145,3,2,6.687367955,175
Vidyaranyapura,4,900,4,3,6.687367955,175
Hosakerehalli,3,1200,3,2,6.687367955,175
Hanumantha Nagar,4,1270,2,1,6.687493062,175
Haralur Road,4,2805 - 3565,,,6.687493062,175
Nagarbhavi,1,900,1,0,6.687493062,175
Hebbal,3,2080,3,3,6.689121255,175
Vidyaranyapura,4,1200,4,2,6.689121255,175
Whitefield,3,2700,5,2,6.689121255,175
Sultan Palaya,6,1800,8,1,6.689880078,175
Nagarbhavi,4,1250,3,0,6.689880078,175
Akshaya Nagar,3,2061,3,3,6.689880078,175
Basavangudi,3,1825,3,,6.690551405,175
Basvasamithi Layout Vidyaranyapura,4,900,4,3,6.690551405,175
Doddabommasandra,9,42000,8,3,6.690551405,175
Vidyaranyapura,9,1200,9,,6.690621627,175
Sarakki Nagar,3,1840,4,1,6.690621627,175
BTM 2nd Stage,2,800,2,1,6.690621627,175
Yelahanka,4,2600,4,3,6.691542065,175
Rajaji Nagar,3,1615,3,1,6.691542065,175
KR Puram,6,4300,6,2,6.691542065,175
Hennur Road,3,2365,4,2,6.692077853,175
Brookefield,5,1950,6,3,6.692077853,175
RMV,3,2075,3,1,6.692077853,175
Giri Nagar,4,1120,4,2,6.692664317,175
Hennur Road,5,1500,5,1,6.692664317,175
Kalena Agrahara,3,1804,3,2,6.692664317,175
JP Nagar,3,20000,3,,6.69294715,175
Karuna Nagar,3,1962,3,2,6.69294715,175
Kothanur,4,2700,4,2,6.69294715,175
Thubarahalli,3,2625,3,3,6.692974702,175
Old Madras Road,4,3900,4,2,6.692974702,175
Richmond Town,3,1835,3,3,6.692974702,175
SK Garden,6,1850,3,0,6.694530358,175
Mathikere,3,1350,2,0,6.694530358,175
Marathahalli,4,2500,5,2,6.694530358,175
Nagarbhavi,3,1050,3,1,6.695838781,175
Marathahalli,3,1720,3,,6.695838781,175
Akshaya Nagar,3,2061,4,2,6.695838781,175
3rd Block Banashankari,4,1200,4,1,6.696610668,175
Yelahanka,7,1400,5,2,6.696610668,175
Rajiv Nagar,4,2330,5,1,6.696610668,175
Sarjapur  Road,3,2275,4,2,6.697178012,175
Sampangi Rama Nagar,8,600,4,3,6.697178012,175
Banashankari,3,1800,3,2,6.697178012,175
Amruthahalli,3,2650,4,0,6.697263672,175
1st Phase JP Nagar,3,2077,3,3,6.697263672,175
Banashankari Stage VI,8,1200,7,1,6.697263672,175
Harlur,4,2569,4,1,6.697936535,175
Himagiri Meadows,4,1350,4,0,6.697936535,175
Giri Nagar,6,1200,3,0,6.697936535,175
Sarjapur  Road,4,2425,5,1,6.698441642,175
Pai Layout,6,3800,6,,6.698441642,175
Varthur,4,1740,4,3,6.698441642,175
Hebbal Kempapura,3,1730,3,2,6.699803504,175
Doddanekundi,3,1760,3,3,6.699803504,176
Sarjapur  Road,4,3913,5,0,6.699803504,176
Brookefield,4,3675,4,3,6.701008533,176
Kodigehaali,3,2120,3,2,6.701008533,177
Hormavu,3,2400,3,1,6.701008533,177
EPIP Zone,3,2710,3,2,6.701112226,177
Devanahalli,,2100 - 5405,,,6.701112226,177.115
Binny Pete,3,1282,3,2,6.701112226,178
Binny Pete,3,1282,3,2,6.701418378,178
Whitefield,4,1800,4,3,6.701418378,178
Binny Pete,3,1282,3,2,6.701418378,178
Binny Pete,3,1282,3,2,6.701563819,178
Sarjapur  Road,3,2289,3,2,6.701563819,178
Sahakara Nagar,3,1914,3,3,6.701563819,179
Uttarahalli,4,1200,4,3,6.702517795,179
ISRO Layout,4,950,3,3,6.702517795,179
Koramangala,2,1084,2,1,6.702517795,179
Mukkutam Nagar,8,2600,8,2,6.703612477,180
Srirampura,5,1200,5,2,6.703612477,180
Basavangudi,4,1125,4,3,6.703612477,180
Dooravani Nagar,3,1578,3,1,6.704222196,180
Srinivasa Nagar,4,1500,4,,6.704222196,180
Devasandra Extension,6,1200,6,3,6.704222196,180
Konanakunte Cross,2,3040,1,1,6.704511702,180
Frazer Town,3,1700,3,1,6.704511702,180
Sanjay nagar,3,1800,3,2,6.704511702,180
Koramangala,3,2200,3,2,6.705514007,180
Nagavara,3,2319,3,2,6.705514007,180
Chamrajpet,2,1350,2,3,6.705514007,180
Nagavara,3,2430,4,3,6.705843518,180
Indira Nagar,3,1875,3,1,6.705843518,180
Sahyadri Layout,3,1750,3,1,6.705843518,180
Kodichikkanahalli,4,3250,4,1,6.705920253,180
Channasandra,6,4200,6,0,6.705920253,180
Hebbal,3,2400,4,1,6.705920253,180
R.T. Nagar,9,1200,10,,6.706187276,180
Benson Town,3,2270,3,1,6.706187276,180
Devanahalli,3,1600,3,2,6.706187276,180
Sarjapur  Road,3,2275,4,2,6.706442844,180
Maruthi Extension,5,2000,4,2,6.706442844,180
Kamakshipalya,9,1800,9,1,6.706442844,180
Sanjay nagar,3,1900,2,2,6.706485256,180
Karuna Nagar,3,1163,3,2,6.706485256,180
HBR Layout,4,800,4,1,6.706485256,180
Yelahanka,4,2100,4,1,6.707807644,180
Indira Nagar,5,1000,5,2,6.707807644,180
Frazer Town,3,188.89Sq. Yards,3,1,6.707807644,180
Yelahanka,4,1800,4,2,6.707818266,180
Basaveshwara Nagar Yelahanka,3,900,4,2,6.707818266,180
1st Phase JP Nagar,2,1566,2,0,6.707818266,180
Banashankari,6,1200,6,2,6.708692007,180
Karuna Nagar,3,2500,3,2,6.708692007,180
Hosur Road,5,3600,5,3,6.708692007,180
Vishveshwarya Layout,7,1200,8,,6.709721049,180
Hennur Road,4,2502,4,2,6.709721049,180
Sarjapur  Road,3,2145,3,3,6.709721049,180
HRBR Layout,4,1200,3,1,6.709910289,180
Banashankari Stage III,5,1200,5,0,6.709910289,180
Kaveri Nagar,5,1008,4,2,6.709910289,180
Arekere,3,2400,3,1,6.710570614,180
Konanakunte,3,2400,2,3,6.710570614,180
Himagiri Meadows,3,1240,4,1,6.710570614,180
Tavarekere,7,1200,5,2,6.710699576,180
4th Block Koramangala,4,2400,5,3,6.710699576,180
Nagarbhavi Garden Villas Layout,4,1200,3,1,6.710699576,180
Navodaya Nagar,5,1200,3,2,6.711817274,180
Nagarbhavi,5,2500,3,2,6.711817274,180
Sarjapur  Road,3,1900,4,1,6.711817274,180
Kanakpura Road,3,2000,2,0,6.712027206,180
Yeshwanthpur,3,1856,4,2,6.712027206,180
Sanjeevini Nagar,3,2250,3,,6.712027206,180
Shanthala Nagar,3,1600,3,2,6.712376565,180
Sarjapur  Road,3,1770,3,2,6.712376565,180
Old Madras Road,3,2430,5,2,6.712376565,180
Hennur Bande,6,1200,6,3,6.71417241,180
Bharat Nagar,3,1500,4,2,6.71417241,180
Gkvk Layout,3,1200,4,2,6.71417241,180
Marathahalli,4,2524,5,2,6.71487204,180
Yelahanka New Town,2,2200,2,0,6.71487204,180
Hosur Road,3,2289,3,3,6.71487204,180
Thyagaraja Nagar,7,3000,6,3,6.714882023,180
Frazer Town,3,1870,3,3,6.714882023,180
ISRO Layout,4,950,4,,6.714882023,180
Chikkasandra,4,1200,4,2,6.715244941,180
Padmanabhanagar,3,2051,3,1,6.715244941,180
Harlur,4,2569,5,3,6.715244941,180
Amblipura,4,3150,4,3,6.716375584,180
CV Raman Nagar,3,1980,4,1,6.716375584,180
Domlur,3,1850,3,1,6.716375584,180
Rajaji Nagar,8,1200,10,2,6.716497122,180
Bannerghatta Road,4,2400,4,1,6.716497122,180
Basaveshwara Nagar,5,1200,3,1,6.716497122,180
Maruthi Sevanagar,4,2000,3,1,6.718328181,180
Domlur,3,1650,3,1,6.718328181,180
Nagarbhavi,4,1800,3,0,6.718328181,180
Shanti Nagar,3,2250,3,0,6.719086945,180
Basaveshwara Nagar,2,1200,1,1,6.719086945,180
Sarjapur  Road,3,2180,4,3,6.719086945,180
Sarjapur  Road,3,2206,4,1,6.719223964,180
Dairy Circle,2,1541,2,1,6.719223964,181
Marathahalli,4,2500,5,2,6.719223964,181
Jayanagar,3,2030,2,1,6.720492786,182
Sarjapur  Road,3,2275,4,2,6.720492786,182
Sarjapur  Road,3,3044,3,2,6.720492786,183
Jakkur,3,1932.47,3,2,6.720502135,183
"Thanisandra Main Road, ",4,2872,4,3,6.720502135,183
Kodbisanhalli,3,1976,3,1,6.720502135,184
Kasavanhalli,3,1719,3,1,6.720799207,184
Thanisandra,3,2280,4,2,6.720799207,184
Ramakrishnappa Layout,2,1500,2,2,6.720799207,185
Dinnur,6,1034,5,,6.720829754,185
OMBR Layout,3,2420,3,2,6.720829754,185
Frazer Town,3,1870,3,3,6.720829754,185
BTM 2nd Stage,3,1260,5,1,6.720985599,185
Bank Of Baroda Colony,2,1350,2,1,6.720985599,185
Marathahalli,4,2519,5,2,6.720985599,185
4th T block Jayanagar,3,2401,3,2,6.721001606,185
Manjunath Nagar,5,1200,5,1,6.721001606,185
Ulsoor,3,2000,3,3,6.721001606,185
Sarjapur,4,2885,3,1,6.721373834,185
Sanjay nagar,5,1200,4,0,6.721373834,185
Rajaji Nagar,2,1440,2,2,6.721373834,185
Thanisandra,3,204Sq. Meter,4,2,6.72160432,185
J.P.nagar 6th Phase.Sarakki Nagar,4,2690,4,2,6.72160432,185
Hoskote,9,1800,10,3,6.72160432,185
2nd Phase JP Nagar,8,1350,8,2,6.722479509,185
Anjana Nagar,2,1530,2,1,6.722479509,185
Begur,3,3500,4,2,6.722479509,185
Bhoganhalli,4,2439,4,3,6.723350218,185
Sarjapur  Road,3,2275,4,2,6.723350218,185
Ramamurthy Nagar,4,1900,4,2,6.723350218,185
Lal Bahadur Shastri Nagar,3,2400,2,2,6.723852343,185
Ulsoor,3,1685,4,2,6.723852343,185
Munnekollal,7,1200,5,3,6.723852343,185
R.T. Nagar,4,1500,4,3,6.724123387,185
Sector 7 HSR Layout,3,1760,3,2,6.724123387,185
Ferrar Nagar,4,2360,3,2,6.724123387,185
Kodigehaali,4,1600,3,3,6.724576165,185
Yeshwanthpur,6,2500,5,2,6.724576165,185
Bhuvaneswari Nagar,4,2400,3,0,6.724576165,185
Sarjapur  Road,4,1750,3,1,6.724739783,185
4th T block Jayanagar,3,2400,3,2,6.724739783,185
Hebbal,9,1200,9,,6.724739783,185
Abshot Layout,2,1140,1,1,6.725271357,185
Yelahanka,4,2100 - 2850,4,0,6.725271357,186
Ramamurthy Nagar,5,1800,4,3,6.725271357,187
Richmond Town,3,2200,3,,6.725721311,187
Old Airport Road,4,2658,5,3,6.725721311,187
Sarjapur  Road,3,2275,4,2,6.725721311,187
Vasanth nagar,3,1560,3,1,6.726672923,188
7th Phase JP Nagar,4,2503,4,0,6.726672923,188
9th Phase JP Nagar,4,1200,3,2,6.726672923,188
Hebbal,4,2470 - 2790,5,0,6.727455877,188
Whitefield,4,3075,2,3,6.727455877,188
Thanisandra,4,2695,4,3,6.727455877,188
Hebbal,3,1985,4,2,6.727700448,189
Old Airport Road,4,2658,5,3,6.727700448,189
"Haralur Road, ",4,2597,4,3,6.727700448,189
Hebbal,4,2375,4,2,6.728471835,189
Padmanabhanagar,4,1736,6,0,6.728471835,190
3rd Block Hrbr Layout,5,1200,5,2,6.728471835,190
Sector 3 HSR Layout,9,600,9,3,6.728847575,190
Banashankari Stage VI,4,4800,4,3,6.728847575,190
Gowdanapalya,8,1200,8,2,6.728847575,190
Marathahalli,4,2524,5,2,6.729104618,190
7th Phase JP Nagar,3,2200,3,2,6.729104618,190
6th Block Rajaji Nagar,4,3200,3,3,6.729104618,190
Ambedkar Colony,3,1910,3,1,6.729520552,190
Sarjapur,3,2400,3,2,6.729520552,190
Sarjapur  Road,3,2145,3,3,6.729520552,190
Devanahalli,4,2400,5,2,6.730870185,190
Jigani,4,2420,4,1,6.730870185,190
Ullal Road,4,3400,4,2,6.730870185,190
Kirloskar Layout,10,1200,10,,6.731999392,190
High grounds,3,1900,2,2,6.731999392,190
Whitefield,3,2901,4,2,6.731999392,190
Rajaji Nagar,3,1776,3,1,6.73211894,190
2nd Phase JP Nagar,3,1200,3,1,6.73211894,190
Karuna Nagar,3,2500,3,2,6.73211894,190
4th Block Jayanagar,3,1567.2,2,0,6.733341597,190
Whitefield,4,2830,5,3,6.733341597,190
Mahalakshmi Layout,8,1135,4,1,6.733341597,190
Bhoganhalli,4,2439,4,3,6.733798591,190
cooketown,3,1900,3,2,6.733798591,190
Electronic City,4,1800,3,2,6.733798591,190
Sahakara Nagar,4,1200,4,,6.733866215,190
Yelahanka,4,3019,6,,6.733866215,190
Chandra Layout,3,1200,2,0,6.733866215,190
Prasanti Nagar,4,1200,4,1,6.735563721,190
Malleshwaram,2,1400,2,1,6.735563721,190
pavitra paradise,3,2200,2,1,6.735563721,190
Billekahalli,4,1672,3,2,6.735728991,190
Kumbalgodu,4,3750,4,,6.735728991,190
Basaveshwara Nagar,3,1200,3,0,6.735728991,190
7th Phase JP Nagar,3,2100,3,2,6.736575336,190
Old Airport Road,4,2690,4,3,6.736575336,191
Old Airport Road,4,2690,4,3,6.736575336,191
Iblur Village,4,2725 - 3250,5,0,6.738013799,191
Indira Nagar,3,1740,3,2,6.738013799,191
Devanahalli,4,3010 - 3410,,,6.738013799,192
Hulimavu,4,1500,4,3,6.738855398,192
Prithvi Layout,3,2273,4,2,6.738855398,192
cooketown,3,1800,3,3,6.738855398,192
Hebbal,4,2470,5,2,6.739305373,192
Srirampura,7,1875,5,1,6.739305373,192
Gopalapura,3,1950.2,3,2,6.739305373,193
1st Block Jayanagar,3,1630,3,2,6.739317782,194
Sarjapur  Road,3,1700,3,1,6.739317782,194
Old Airport Road,4,2732,4,3,6.739317782,194
Manjunath Nagar,5,910,4,2,6.740115935,194
Sahakara Nagar,4,2830,3,3,6.740115935,195
Malleshwaram,8,840,7,2,6.740115935,195
9th Phase JP Nagar,7,1200,6,2,6.740467868,195
Singasandra,4,3850,6,3,6.740467868,195
Old Madras Road,4,3630,6,1,6.740467868,195
Gkvk Layout,3,1350,3,3,6.740554121,195
Banashankari Stage VI,4,1200,4,3,6.740554121,195
Banashankari Stage VI,4,2200,4,2,6.740554121,195
Rachenahalli,3,2250,3,1,6.740676312,195
Thurahalli,5,1200,5,0,6.740676312,195
Hebbal,3,2600,3,2,6.740676312,195
Doddaballapur,3,2776,4,2,6.741729037,195
Bannerghatta,3,2370,4,2,6.741729037,195
Basavangudi,3,1800,3,2,6.741729037,195
Bannerghatta Road,4,2932,5,,6.742828084,195
Chandra Layout,3,700,3,2,6.742828084,195
Raja Rajeshwari Nagar,6,3900,6,,6.742828084,195
Hebbal,3,2388,3,1,6.743652961,195
Hebbal,3,2600,3,2,6.743652961,195
Sector 7 HSR Layout,3,2400,2,3,6.743652961,195
Gubbalala,4,4000,5,1,6.743717223,195
Sarjapur  Road,4,2425,5,1,6.743717223,195
Hegde Nagar,3,2006,4,2,6.743717223,196
Hegde Nagar,3,2006.8,4,2,6.743745454,196
Old Madras Road,4,3630,6,1,6.743745454,196
JP Nagar,3,2400,3,3,6.743745454,196
Old Madras Road,3,2425,3,1,6.744098524,197
Old Airport Road,4,2774,4,3,6.744098524,197
Old Airport Road,4,2774,4,3,6.744098524,197
Haralur Road,4,2650,4,2,6.744319216,198
Hebbal,4,2790,5,3,6.744319216,198
Hebbal,4,2790,4,3,6.744319216,198
Hebbal,4,2790,4,3,6.744905835,198
Ambalipura,3,3500,3,,6.744905835,198
Whitefield,4,2928,4,3,6.744905835,198
Hebbal,4,2790,4,3,6.745053762,198
Hebbal,4,2790,5,3,6.745053762,198
Whitefield,4,2990,3,2,6.745053762,198
Hebbal,4,2790,5,3,6.745795742,198
Banashankari Stage II,3,1200,2,1,6.745795742,198
Hebbal,4,2790,4,3,6.745795742,198
Hebbal Kempapura,4,2485,4,2,6.746467066,198
Old Airport Road,4,2690,4,3,6.746467066,199
Whitefield,4,3584,4,,6.746467066,199
Devanahalli Road,5,1320,5,2,6.746738869,199
Indira Nagar 3rd Stage,3,1740,3,2,6.746738869,199
Hebbal,3,2650,4,3,6.746738869,199
Hebbal,3,2600,3,2,6.746762462,199
Doopanahalli,3,2250,3,2,6.746762462,199
Judicial Layout,7,1200,7,2,6.746762462,199
Judicial Layout,5,1100,4,3,6.748409478,199
HSR Layout,8,600,9,,6.748409478,200
Akshaya Nagar,3,2061,3,1,6.748409478,200
Thippasandra,4,1200,4,2,6.748781492,200
Indira Nagar,4,2200,4,2,6.748781492,200
Shanthala Nagar,2,1630,2,2,6.748781492,200
M.G Road,2,1250,2,0,6.749167399,200
Byatarayanapura,1,1300,1,0,6.749167399,200
Rajaji Nagar,3,1725,3,3,6.749167399,200
Whitefield,4,2400,4,3,6.752351399,200
Sahakara Nagar,3,1200,3,3,6.752351399,200
Hebbal Kempapura,5,2280,5,,6.752351399,200
Bharath Housing Society Layout,4,2400,3,,6.754285791,200
Uttarahalli,5,400,5,1,6.754285791,200
Ardendale,4,3198,4,3,6.754285791,200
HBR Layout,3,2800,2,0,6.75457107,200
Subramanyanagar,8,1320,6,2,6.75457107,200
Shivaji Nagar,7,1400,6,3,6.75457107,200
Indira Nagar,3,1650,3,2,6.755066604,200
2nd Phase JP Nagar,5,2800,4,2,6.755066604,200
2nd Stage Nagarbhavi,4,1350,4,1,6.755066604,200
Kannamangala,4,3000,4,0,6.756372213,200
Kadugodi,4,1920,4,2,6.756372213,200
EPIP Zone,4,2710 - 3360,5,0,6.756372213,200
Frazer Town,3,2000,3,1,6.756703503,200
Kasavanhalli,3,1870,3,1,6.756703503,200
Kadugodi,9,6200,9,0,6.756703503,200
Whitefield,3,3010,3,2,6.757345321,200
Padmanabhanagar,3,1500,2,1,6.757345321,200
Koramangala,2,1900,2,1,6.757345321,200
Sri Kanteshwara Nagar,3,1200,3,0,6.757390576,200
Sarjapur  Road,3,2600,3,2,6.757390576,200
Horamavu Banaswadi,6,3800,8,0,6.757390576,200
Domlur Layout,3,2000,3,2,6.757647964,200
Ramamurthy Nagar,3,1400,3,3,6.757647964,200
Whitefield,4,1500,4,3,6.757647964,200
Marathahalli,5,2500,3,3,6.758248333,200
Old Town,8,750,8,,6.758248333,200
Attur Layout,3,2400,4,2,6.758248333,200
Vaderahalli,4,2300,4,,6.75870203,200
7th Phase JP Nagar,2,1200,2,2,6.75870203,200
Cottonpet,8,1224,4,0,6.75870203,200
Banashankari,1,2400,1,1,6.758728424,200
Hegde Nagar,3,2162,3,1,6.758728424,200
Doopanahalli,3,1475,2,1,6.758728424,200
Byatarayanapura,4,2631,3,,6.75932479,200
Sahakara Nagar,4,2500,4,,6.75932479,200
Rajankunte,3,4510,4,3,6.75932479,200
Cooke Town,2,1710,2,2,6.759943984,200
Kodichikkanahalli,6,1600,4,1,6.759943984,200
Nayandanahalli,9,1350,8,2,6.759943984,200
6th Phase JP Nagar,3,2040,3,,6.761202557,200
CR Layout,3,1495,3,,6.761202557,200
Mahalakshmi Layout,5,1200,5,1,6.761202557,200
Harohalli,2,2.09Acres,2,0,6.76196256,200
Sadanand Nagar,3,2700,3,3,6.76196256,200
Nandi Hills,4,3200,4,2,6.76196256,200
Koramangala,3,1744,3,1,6.762606527,200
Amruthahalli,3,1200,5,2,6.762606527,200
Yelahanka,6,3600,6,1,6.762606527,200
3rd Block Hrbr Layout,2,1200,2,1,6.762954079,200
Malleshwaram,3,2250,3,1,6.762954079,200
Marathahalli,4,4000,4,,6.762954079,200
7th Phase JP Nagar,3,2100,3,2,6.762954361,200
Nagawara Junction,3,1200,3,2,6.762954361,200
Vishwapriya Nagar,4,2800,4,1,6.762954361,200
Jeevan bima nagar,4,1200,4,1,6.76379225,200
Kammanahalli,4,2900,4,2,6.76379225,200
Iblur Village,3,2666,4,1,6.76379225,200
Whitefield,3,3596,3,1,6.765076366,200
OMBR Layout,4,1200,4,2,6.765076366,200
Hebbal Kempapura,5,2400,5,2,6.765076366,200
6th Phase JP Nagar,3,2003,3,3,6.7652216,200
KR Puram,9,4600,9,2,6.7652216,200
Indira Nagar,3,1650,3,2,6.7652216,200
Rajaji Nagar,2,1200,1,1,6.765351422,200
Avalahalli,4,2996,4,3,6.765351422,200
Manayata Tech Park,4,3400,4,,6.765351422,200
Ambedkar Colony,3,1907,2,1,6.765543807,200
Akshaya Nagar,1,2000,1,0,6.765543807,200
2 Bedroom Furnished Farm House in Kolar Road,2,1.25Acres,2,2,6.765543807,200
9th Block Jayanagar,4,1000,5,2,6.766015619,200
Banashankari Stage III,9,1560,9,,6.766015619,200
Michael Palaya,3,1200,3,0,6.766015619,200
Thirumenahalli,2,2100,1,1,6.766777857,200
vinayakanagar,7,1200,5,2,6.766777857,200
Munnekollal,10,7200,10,3,6.766777857,200
Rajaji Nagar,3,1700,3,2,6.766853185,200
Postal Colony,3,1500,2,1,6.766853185,200
Whitefield,4,2882,5,1,6.766853185,200
Kaval Byrasandra,3,2700,3,2,6.766877154,200
BTM 1st Stage,3,1717,3,2,6.766877154,200
7th Phase JP Nagar,3,2100,3,2,6.766877154,200
1Kasavanhalli,18,1200,18,,6.767363237,200
Kammanahalli,4,1600,4,1,6.767363237,200
Kamakya Layout,6,2750,6,3,6.767363237,200
Doddaballapur,4,2400,3,0,6.767670532,200
Laxmi Sagar Layout,3,1892,3,2,6.767670532,200
Langford Town,2,2031,2,2,6.767670532,200
Gaurava Nagar,5,1650,6,,6.767889199,200
Dollars Colony,3,2000,3,3,6.767889199,200
Banashankari Stage VI,4,4800,3,2,6.767889199,200
BTM 1st Stage,5,1200,4,2,6.768523696,200
12th cross srinivas nagar banshankari 3rd stage,1,1800,1,1,6.768523696,200
Old Madras Road,4,3630 - 3800,6,0,6.768523696,200.5
Old Airport Road,4,2690,4,3,6.769699197,201
Sarjapur  Road,4,2425,5,1,6.769699197,201
Binny Pete,4,2940,6,2,6.769699197,201
Electronic City,3,2010,3,2,6.77202151,201
Hosakerehalli,3,2376,3,1,6.77202151,203
BEL Road,2,1500,2,0,6.77202151,203
Hebbal,4,2470,4,2,6.772239093,203
Hosahalli Extension,6,1350,4,1,6.772239093,203
Old Airport Road,4,2732,4,,6.772239093,204
Binny Pete,4,2695 - 2940,,,6.77233639,204
Whitefield,4,2882,5,1,6.77233639,204
Hebbal,4,2790,5,3,6.77233639,204
Kadugodi,4,2100,3,,6.772487473,204
Hormavu,3,1800,3,1,6.772487473,204
Old Airport Road,4,2732,4,3,6.772487473,204
Cholanayakanahalli,3,2511,3,3,6.773009189,205
BTM 1st Stage,4,1215,4,3,6.773009189,205
Ardendale,4,3200,4,1,6.773009189,205
Marathahalli,4,3800,4,3,6.77431736,205
Nanjappa Garden,6,2150,6,3,6.77431736,205
ITPL,4,3262,5,2,6.77431736,205
Near ullas theater,3,1900,3,2,6.774710809,205
5th Block Hbr Layout,4,1200,4,2,6.774710809,205
"2nd phase jp nagar, jp nagar",3,1200,3,1,6.774710809,205
